Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH,Max_Cycle,RUL
B0005,130,42,24,3311.828,38.87275464755104,2.6668454289754746,0.0004627962347492,0.0480375100392994,1.0,1.762315070409309,0.9492739086983164,614,484
B0005,134,43,24,3327.391,38.503541429116005,2.684431051981017,0.0004537069485851,0.0480869600733819,1.0,1.7676172924938447,0.9521299593373236,614,480
B0005,136,44,24,3312.078,38.27009094548294,2.645224362345869,0.0004696419810932,0.0480869600733819,3.0,1.762668359743147,0.9494642085785509,614,478
B0005,140,45,24,3293.172,38.11684755251712,2.6603527244917,0.0004672532610584,0.0475472817403881,1.0,1.7517304870664143,0.9435725054869608,614,474
B0005,144,46,24,3275.328,38.04152715355532,2.6926849789916263,0.0004600191356163,0.0476409209894885,1.0,1.7418496047960008,0.9382501520146926,614,470
B0005,148,47,24,3265.016,38.17980302242767,2.670544734728978,0.0004681686646815,0.0484243695317731,1.0,1.7360913511847138,0.935148459244402,614,466
B0005,150,48,24,3328.937,40.71218198711114,2.605158060541757,0.0004762034900449,0.0484243695317731,3.0,1.7936240148573608,0.9661385230754256,614,464
B0005,154,49,24,3329.266,39.88526123315293,2.672012007453096,0.0004589365461752,0.0494307456487187,1.0,1.7831890223273277,0.9605176972012408,614,460
B0005,158,50,24,3301.579,39.18287352945846,2.674271233724938,0.0004619286067679,0.0497482254301438,1.0,1.7673642076278957,0.9519936347583842,614,456
B0005,162,51,24,3283.563,38.95156480403077,2.6309416727017187,0.0004775550177511,0.0498848659447539,1.0,1.7570177850353066,0.9464205172265512,614,452
B0005,166,52,24,3275.125,38.607510759873634,2.6629725743154204,0.0004691300539151,0.0492163809321789,1.0,1.7468706179837907,0.9409547290193552,614,448
B0005,170,53,24,3265.656,38.920359903369054,2.612942119873717,0.0004858744469576,0.0499459389365634,1.0,1.7417172507457144,0.9381788592880076,614,444
B0005,174,54,24,3266.093,39.23273115358871,2.615719844266148,0.0004848563126805,0.0489696051479402,1.0,1.7364225056478186,0.9353268361401414,614,440
B0005,178,55,24,3257.594,38.9649270684008,2.6287695472774453,0.0004820061024372,0.0502293760251405,1.0,1.7263217239235826,0.92988603346571,614,436
B0005,182,56,24,3248.593,38.83927283461771,2.6655106679421823,0.0004718447457247,0.0497152666250807,1.0,1.7158065389330133,0.9242220117908766,614,432
B0005,186,57,24,3238.766,38.82796377704433,2.650495153350403,0.000478114387676,0.0491321660184356,1.0,1.710533351135192,0.9213816005181208,614,428
B0005,190,58,24,3240.14,39.14007944734004,2.643236235233877,0.0004802056792894,0.0492096832252982,1.0,1.706014499648521,0.9189475137389712,614,424
B0005,194,59,24,3230.109,39.349611598028886,2.656450207001938,0.000477629896106,0.0495063161655938,1.0,1.7003110272642588,0.91587532896664,614,420
B0005,198,60,24,3229.7810000000027,39.29444535878087,2.626177688152069,0.0004870539211445,0.0486517627795967,1.0,1.6945798601797897,0.9127882263985312,614,416
B0005,202,61,24,3212.469,39.10487658009542,2.6582230344240045,0.000479814059917,0.0491657556837128,1.0,1.6849029086609286,0.9075757205607076,614,412
B0005,206,62,24,3213.219,39.0462609369598,2.695100237338448,0.0004681738605195,0.0492342734208827,1.0,1.6744741591159715,0.9019582574806932,614,408
B0005,210,63,24,3203.578,39.398032192832,2.639091813583503,0.0004869243560661,0.0505475864921389,1.0,1.6745692479879102,0.902009477257823,614,404
B0005,214,64,24,3195.125,39.10678394120843,2.6857210282450983,0.0004732409807588,0.0501188147421075,1.0,1.663716375981405,0.896163559916933,614,400
B0005,216,65,24,3195.312999999994,39.44448954135193,2.69017866510873,0.0004729278369483,0.0501188147421075,3.0,1.659013868748246,0.893630546668135,614,398
B0005,220,66,24,3186.297,39.509602016775695,2.639895313359579,0.0004894222545937,0.0497925673190261,1.0,1.6538540573335014,0.8908512057704355,614,394
B0005,224,67,24,3176.438,39.33486536224533,2.68991452927918,0.0004750609694193,0.0498653780666,1.0,1.642653782130131,0.8848181591266643,614,390
B0005,228,68,24,3167.593,39.43723270017243,2.65935818848874,0.0004859144783116,0.0498119327855388,1.0,1.6378578430223698,0.8822348186450748,614,386
B0005,232,69,24,3167.719,39.51375235624076,2.6657030585650423,0.0004840204808868,0.0485067348899718,1.0,1.6327350407099108,0.8794754127611387,614,382
B0005,236,70,24,3159.077999999994,39.60170302810528,2.642986759012803,0.0004927365033348,0.0500230742033395,1.0,1.6277528915533617,0.8767917699307696,614,378
B0005,240,71,24,3148.829,39.68746359758208,2.631116911889304,0.0004978566073098,0.0502046904378658,1.0,1.622125485521159,0.8737605584239754,614,374
B0005,244,72,24,3149.094,39.53535075538898,2.696157404617167,0.0004772635473932,0.0497585734077315,1.0,1.6113256603765849,0.8679432148624366,614,370
B0005,248,73,24,3140.547,39.6502371632164,2.6667596238241567,0.0004877338977311,0.0496867550378329,1.0,1.6065631397488385,0.865377875300024,614,366
B0005,252,74,24,3131.625,39.69929058154853,2.6403185448373043,0.0004976374520037,0.0499500570704977,1.0,1.6015142233917594,0.8626582682073705,614,362
B0005,256,75,24,3121.907,39.56076309770468,2.69892986372897,0.0004804338395307,0.0502825642512583,1.0,1.590369231400328,0.8566549999565574,614,358
B0005,260,76,24,3122.125,39.63708096307912,2.6682466504352997,0.000490213201198,0.0499200778190466,1.0,1.5857889968242211,0.854187849075412,614,354
B0005,264,77,24,3121.672,39.43977047692484,2.6479207279724903,0.000497294159812,0.0500799643501363,1.0,1.5849430707374117,0.853732189598637,614,350
B0005,266,78,24,3120.86,39.83902225625452,2.6741633856529066,0.0004892756176436,0.0500799643501363,3.0,1.5955263892495937,0.8594329115068511,614,348
B0005,270,79,24,3103.828,39.41794949618613,2.6892528956736257,0.0004861407980661,0.0548732021154092,1.0,1.5747301747801037,0.8482309964083232,614,344
B0005,274,80,24,3095.094,39.262781682151214,2.688809122993162,0.0004877767609009,0.0552404998627662,1.0,1.5649019950937946,0.8429370312695894,614,340
B0005,278,81,24,3095.781,39.47237839941986,2.6743555987897745,0.0004924396366147,0.0550803683287425,1.0,1.5597659473370362,0.8401704907053151,614,336
B0005,282,82,24,3094.328,40.03754146951368,2.6430294964336345,0.0005025615045442,0.0548457849434252,1.0,1.5594815668184234,0.8400173086716403,614,332
B0005,286,83,24,3086.531,40.14273016201157,2.6584858447131823,0.000498888377778,0.0580894926860419,1.0,1.55468935359061,0.8374359751414073,614,328
B0005,290,84,24,3085.625,40.1165626728546,2.629782173759164,0.0005082486003049,0.0563999943051261,1.0,1.5488741079890418,0.8343035835418966,614,324
B0005,294,85,24,3067.203,39.87503330866132,2.6622967647315545,0.0005010265846369,0.0571591479145079,1.0,1.538236598942558,0.8285736718133292,614,320
B0005,298,86,24,3058.157,39.61961987024145,2.682380966742509,0.0004954908959148,0.0569987938629429,1.0,1.527914258251028,0.8230135260370756,614,316
B0005,302,87,24,3058.812,40.067324667444815,2.640189476892272,0.0005091555634059,0.057915946777513,1.0,1.5285252629756445,0.8233426447360579,614,312
B0005,306,88,24,3058.578,40.24716716520102,2.693769409137257,0.0004918025008657,0.0585831887959693,1.0,1.522647325284378,0.8201764839394088,614,308
B0005,310,89,24,3049.328,40.30253125568348,2.695787450704935,0.0004926910708933,0.0568441123963582,1.0,1.5174859938489869,0.8173963242800902,614,304
B0005,313,90,24,3177.219,40.09418103142496,2.6920548172137724,0.0004818255338149,0.0566720346295509,1.0,1.605818899130659,0.8649769888680268,614,301
B0005,316,91,24,3082.937,40.52238496316615,2.629071246219689,0.0005096931269403,0.0582233615105249,2.0,1.5638491446744425,0.8423699116610504,614,298
B0005,320,92,24,3074.266,40.56886357314186,2.631343871050918,0.0005097243350507,0.058693615611032,1.0,1.5480915247767786,0.8338820438085877,614,294
B0005,324,93,24,3066.0,40.27804845768325,2.6983970036642315,0.0004892225082305,0.0568735509905479,1.0,1.5323755631868592,0.8254166152720488,614,290
B0005,328,94,24,3056.437,40.2921849196155,2.6338485871981514,0.0005117151774699,0.0584012267602933,1.0,1.5269528268489705,0.8224956494324317,614,286
B0005,332,95,24,3048.219,40.184384347174266,2.671566207861818,0.0005007479568811,0.0571392616497832,1.0,1.5169573017136326,0.8171115433925789,614,282
B0005,336,96,24,3039.218,40.320066232195046,2.6540810507928123,0.0005079719138007,0.056846750542401,1.0,1.511897596014269,0.8143861246029738,614,278
B0005,340,97,24,3039.047,40.33650561265159,2.656849703962618,0.0005070305382153,0.0597145830687632,1.0,1.5065638960681105,0.811513118362076,614,274
B0005,344,98,24,3030.375,40.43267631588412,2.6363048614501152,0.0005152992758359,0.0578764894862572,1.0,1.5015453526671363,0.8088098717121404,614,270
B0005,348,99,24,3021.0,40.314538591575015,2.69951692300468,0.0004957927286058,0.0571060525925708,1.0,1.4908444050400238,0.8030457886878684,614,266
B0005,352,100,24,3021.75,40.386661855917744,2.698216006032282,0.0004961734776103,0.0583244011522277,1.0,1.485868384561201,0.8003654470798278,614,262
B0005,356,101,24,3012.265,40.43384612547835,2.6911707598773864,0.0005000442731081,0.0585398872773731,1.0,1.480413677976106,0.7974272604140161,614,258
B0005,360,102,24,3002.641,40.44479269068758,2.690162319231471,0.0005020763085959,0.0576100022715738,1.0,1.4752095869031632,0.7946240682056631,614,254
B0005,364,103,24,3012.0,40.58499656066617,2.6355034454892072,0.0005169161374075,0.0568774408378622,1.0,1.4859035988304024,0.8003844153038009,614,250
B0005,367,104,24,3020.11,40.99869158762305,2.6594753656507684,0.0005110309345939,0.058412257957184,2.0,1.4960918298136696,0.8058723226653155,614,247
B0005,371,105,24,3002.172000000006,40.997807625227495,2.644554999824577,0.0005174246540195,0.0601978908480714,1.0,1.4808005946928984,0.7976356737393387,614,243
B0005,375,106,24,2992.703,40.84213757482493,2.6719601666204564,0.0005099262391641,0.0598835241626575,1.0,1.4697543268466824,0.79168558341158,614,239
B0005,379,107,24,2964.468,40.69012464267011,2.6598211033173382,0.0005169027618755,0.0588751204970558,1.0,1.4539012274845928,0.7831462853887025,614,235
B0005,383,108,24,2983.375,40.69938049882204,2.688360455508818,0.0005056799506709,0.0584451859295269,1.0,1.454146206723569,0.7832782438583529,614,231
B0005,387,109,24,2975.297,41.06026204078849,2.6376728619288525,0.0005242940967484,0.0605512105499778,1.0,1.455023751906683,0.7837509350133121,614,227
B0005,391,110,24,2974.9850000000006,41.19696040482682,2.645120521151077,0.0005214433543004,0.0599502558921759,1.0,1.449042163761236,0.7805289427291894,614,223
B0005,395,111,24,2966.25,40.84446688602949,2.698012437629632,0.0005053809437421,0.0595650130368422,1.0,1.4386709371480566,0.7749424644709048,614,219
B0005,399,112,24,2956.359,40.764203830749366,2.692894277298908,0.0005087389707389,0.05985334901025,1.0,1.433445432156979,0.7721277376203588,614,215
B0005,403,113,24,2956.344,41.11212504270441,2.6483923655058117,0.0005238608411982,0.0587454802930831,1.0,1.4333958900838095,0.7721010517012333,614,211
B0005,407,114,24,2956.406,41.27256611507568,2.6832134764262,0.0005117806394381,0.0608376708448938,1.0,1.42806487344776,0.7692294908297354,614,207
B0005,411,115,24,2947.266,41.15574924454392,2.684960445221862,0.0005129642714925,0.0599376278681594,1.0,1.4229203181741186,0.7664583676775116,614,203
B0005,415,116,24,2937.984,41.03237216951879,2.669922120529456,0.0005195076912901,0.0595958869181685,1.0,1.417429032731308,0.7635004777498812,614,199
B0005,419,117,24,2929.125,40.937269906716935,2.664105530655056,0.0005231776185384,0.0584007435193973,1.0,1.412409228794446,0.7607965521102183,614,195
B0005,423,118,24,2928.454,41.240704611971786,2.634098605983684,0.0005336508393605,0.0626050644034527,1.0,1.412578792940193,0.7608878881159705,614,191
B0005,427,119,24,2929.375,41.43649987692296,2.68378702970616,0.0005164953267569,0.0611519539173246,1.0,1.4075983731469897,0.7582051768100095,614,187
B0005,431,120,24,2946.031,41.16703904201915,2.660031949282934,0.0005190900552267,0.0596306011999845,1.0,1.4333920485221476,0.7720989824377313,614,183
B0005,433,121,24,2955.438,41.36216559728765,2.650011641082063,0.0005248402788878,0.0596306011999845,3.0,1.4382550176792908,0.7747184287655712,614,181
B0005,437,122,24,2937.625,41.02198772703674,2.6936969083341418,0.000511715704176,0.060986669920577,1.0,1.4173547174485526,0.7634604477007023,614,177
B0005,441,123,24,2929.078,40.78818812957494,2.697073130067154,0.0005120478048738,0.0610042570410988,1.0,1.406981663677643,0.7578729852409039,614,173
B0005,445,124,24,2918.375,40.81506138506309,2.6806995515145213,0.000519463538551,0.0623291478272736,1.0,1.4012037783587623,0.7547607178190572,614,169
B0005,449,125,24,2919.812,40.85837421987642,2.6695398084864568,0.0005229102059495,0.0615027627885515,1.0,1.3967008232726328,0.7523351936621817,614,165
B0005,453,126,24,2900.422,40.839876773287166,2.671695307817951,0.0005256083786934,0.0614190799483374,1.0,1.391284788852726,0.7494178378216989,614,161
B0005,457,127,24,2901.375,40.85376069244676,2.661289185949965,0.0005288808300357,0.0612166514530719,1.0,1.3862287677978349,0.7466944037718938,614,157
B0005,461,128,24,2901.187,40.74795214258888,2.667817533540102,0.0005265564433821,0.062704070176938,1.0,1.3804366761974138,0.74357448411315,614,153
B0005,465,129,24,2891.64,40.68794001196382,2.684008069130594,0.0005230718500662,0.0617261358358741,1.0,1.3752364150256224,0.740773354887346,614,149
B0005,469,130,24,2882.906,40.7810749453613,2.6585256208771644,0.0005327372839689,0.0618522370349969,1.0,1.3705128024895008,0.7382289732324248,614,145
B0005,473,131,24,2883.265,40.88159339768709,2.6372250579822927,0.0005405811203269,0.0631035810265918,1.0,1.37050855662704,0.7382266861916329,614,141
B0005,477,132,24,2882.969,40.81191473576834,2.6514257735606432,0.0005356140773986,0.0622874606045726,1.0,1.3647355108681518,0.7351170256067291,614,137
B0005,481,133,24,2891.656,41.11793533148924,2.676384659108382,0.0005229179975568,0.0627054989316699,1.0,1.375392016895762,0.7408571700903981,614,133
B0005,483,134,24,2901.25,41.248795355864885,2.694913850281781,0.0005188910478378,0.0627054989316699,3.0,1.3861115151535393,0.746631245442362,614,131
B0005,485,135,24,2891.703,41.16242984455477,2.6973343716306277,0.0005190161740909,0.0627054989316699,5.0,1.369850003583894,0.7378719555127383,614,129
B0005,489,136,24,2883.016,41.16437554618679,2.642540259937964,0.0005387326442171,0.0532863816225583,1.0,1.3647827949260758,0.735142495242232,614,125
B0005,493,137,24,2873.453,40.86421618020504,2.699226257883075,0.0005208122464484,0.0529314747404537,1.0,1.3543220466259964,0.7295077959801872,614,121
B0005,497,138,24,2874.031,41.25434553511566,2.676480329780849,0.0005286760771418,0.0558892929774587,1.0,1.3546417018378962,0.7296799787853683,614,117
B0005,501,139,24,2874.234,41.45023191903855,2.642142168479886,0.0005405550959054,0.058417783681159,1.0,1.354703921319241,0.7297134934112401,614,113
B0005,505,140,24,2864.984,41.27708509224051,2.644725254926797,0.000541550309225,0.0564114331702625,1.0,1.349314997503458,0.7268107407422197,614,109
B0005,509,141,24,2855.093,41.06460515498328,2.632270655366611,0.0005479128033406,0.0556801596408686,1.0,1.3441891937970554,0.7240497181525036,614,105
B0005,513,142,24,2855.625,40.99284868101728,2.639100611887612,0.0005451521713559,0.0562102576035285,1.0,1.3389913790695755,0.7212499067079483,614,101
B0005,517,143,24,2855.594,41.29040553417739,2.637841830893275,0.0005456519946703,0.0557945214118623,1.0,1.3389145230206971,0.721208508070922,614,97
B0005,521,144,24,2847.437,41.22740227746052,2.668286095904868,0.0005365953630683,0.0577997146659989,1.0,1.3340066759761655,0.7185648881952921,614,93
B0005,525,145,24,2847.36,41.04619550953222,2.649019812683856,0.0005431398804103,0.0557752947285812,1.0,1.3286444309174914,0.7156765060826296,614,89
B0005,529,146,24,2837.328,40.85874389007758,2.664058512378051,0.0005398337608552,0.0565593913134022,1.0,1.323170899227622,0.7127281792431958,614,85
B0005,533,147,24,2837.281,40.79196924883506,2.6883611693898826,0.0005313209682373,0.0533442468786474,1.0,1.3181691588445197,0.7100339835664494,614,81
B0005,537,148,24,2838.515,41.14127834456325,2.6869753836302124,0.0005313948903844,0.0562624789782491,1.0,1.3184664436640334,0.7101941165230103,614,77
B0005,541,149,24,2828.328,41.14429319149828,2.6507536817766586,0.0005463694971383,0.0533942499874629,1.0,1.318293040102702,0.7101007124097442,614,73
B0005,545,150,24,2838.265,40.66184230912503,2.664632278910652,0.0005355040928527,0.0585452523507112,1.0,1.323872422244268,0.7131060557689289,614,69
B0005,548,151,24,2864.547,41.04669454497069,2.6400211837268666,0.0005450143749476,0.0578494172996275,2.0,1.3601216766554785,0.7326317762261326,614,66
B0005,552,152,24,2846.39,41.0462053156659,2.674198661305034,0.0005345384525514,0.0614238568689426,1.0,1.3395306867947354,0.721540405700353,614,62
B0005,556,153,24,2837.969,40.8683026432256,2.696427051131168,0.0005283064996199,0.0595233803017997,1.0,1.3290286565120697,0.7158834698305493,614,58
B0005,560,154,24,2838.156,40.85283588259973,2.692834029769684,0.0005297555950809,0.0592615908588067,1.0,1.3236741274998955,0.7129992439790138,614,54
B0005,564,155,24,2829.843,40.85270645265791,2.681747855329962,0.0005350279618081,0.0595237845894433,1.0,1.318633896753293,0.7102843154047166,614,50
B0005,568,156,24,2829.625,40.8263251809212,2.696791414385091,0.0005297542508628,0.0596766481170581,1.0,1.3134751321324272,0.7075055383642601,614,46
B0005,572,157,24,2819.437,40.90308836809665,2.664695973142795,0.000543247964482,0.0597598846304888,1.0,1.3132020634442203,0.7073584494666222,614,42
B0005,576,158,24,2819.579,40.84337405460518,2.679191623358613,0.0005378171026818,0.0595025916574528,1.0,1.3077959946944353,0.704446461650727,614,38
B0005,580,159,24,2810.672,40.81792110626284,2.699983457940659,0.000532028091252,0.0595559805528939,1.0,1.3030329186405918,0.7018808229071344,614,34
B0005,584,160,24,2811.485,40.94699384765951,2.666300786624286,0.0005438767307603,0.0594913647911852,1.0,1.3033573559038203,0.7020555815721221,614,30
B0005,588,161,24,2802.422,41.07493805830632,2.630850137384784,0.0005583866972383,0.0605211492470791,1.0,1.3034100438655642,0.7020839620292978,614,26
B0005,592,162,24,2801.625,41.02476444658572,2.673348140468748,0.000543332229432,0.0598267789972628,1.0,1.2978870806495706,0.699109008817086,614,22
B0005,596,163,24,2802.031,41.06214198725253,2.632763831012711,0.000557917857089,0.0579443936914469,1.0,1.2980735056918902,0.6992094269724848,614,18
B0005,600,164,24,2793.39,40.98366325567302,2.6687371180046218,0.0005469711692701,0.0617593122518427,1.0,1.293463613844243,0.6967263011532883,614,14
B0005,604,165,24,2793.39,40.98234242711097,2.696396337945361,0.0005367053068017,0.0589890803958647,1.0,1.288003392619118,0.6937851440175622,614,10
B0005,608,166,24,2792.485,41.06375085817118,2.6794834862925194,0.0005430211881381,0.0576302972016358,1.0,1.2874525221379407,0.6934884167276275,614,6
B0005,612,167,24,2802.016,41.047029587744966,2.6787137407179737,0.0005375105472739,0.0578237493933031,1.0,1.3090153642307354,0.705103277055252,614,2
B0005,614,168,24,2820.39,41.051007697556734,2.655378369801326,0.0005483604204166,0.0578237493933031,3.0,1.3250793286429356,0.7137561578838874,614,0
B0006,2,1,24,3690.234,39.16298653238707,2.4757677568281857,0.0004617743131817,0.0612335902100034,0.0,2.035337591005598,1.0,614,612
B0006,4,2,24,3672.344,39.2462026826329,2.35152551190002,0.0004971654960988,0.0612335902100034,0.0,2.025140246031412,0.9949898508143074,614,610
B0006,6,3,24,3651.641,38.999202460252846,2.440479715106544,0.0004758522559544,0.0612335902100034,0.0,2.013326371345464,0.9891854698908896,614,608
B0006,8,4,24,3631.563,38.84362777186652,2.479155853900392,0.000467954570564,0.0612335902100034,0.0,2.0132846655407413,0.9891649790372312,614,606
B0006,10,5,24,3629.172,38.97798888258284,2.280187848173442,0.0005230014183389,0.0612335902100034,0.0,2.000528337624771,0.9828975529491258,614,604
B0006,12,6,24,3652.281,38.83989920742278,2.4392842568466446,0.0004802292776499,0.0612335902100034,0.0,2.0138990759931645,0.989466850557287,614,602
B0006,14,7,24,3650.828,39.04610837498471,2.2812068449406446,0.0005238608223134,0.0612335902100034,0.0,2.013101105626967,0.98907479256665,614,600
B0006,16,8,24,3572.453,38.87507521022778,2.366410527029613,0.0005067711460684,0.0612335902100034,0.0,1.96878982627284,0.9673038197560736,614,598
B0006,18,9,24,3550.594,38.7260539826455,2.436020049578708,0.0004901571650802,0.0612335902100034,0.0,1.9681661764334244,0.966997408749776,614,596
B0006,20,10,24,3551.25,38.98629728904917,2.1864377487643725,0.0005604956680431,0.0612335902100034,0.0,1.9572307917560536,0.9616246466459876,614,594
B0006,22,11,24,3530.25,38.65978861919643,2.3406023605912454,0.0005203532750856,0.0612335902100034,0.0,1.9455991514129352,0.9559098009149796,614,592
B0006,25,12,24,3491.016,38.84979195732924,2.4263021374140443,0.0005017719693577,0.0612335902100034,0.0,1.934750504484113,0.9505796547137972,614,589
B0006,27,13,24,3470.281,38.75128344015104,2.475369770000704,0.0004901466594426,0.0612335902100034,0.0,1.9232799539368028,0.9449439554578114,614,587
B0006,29,14,24,3470.0,38.76853764058789,2.342364523655007,0.0005289994038487,0.0612335902100034,0.0,1.911889930948487,0.939347820920401,614,585
B0006,31,15,24,3450.297,38.84686112344348,2.188400081882664,0.000576483676546,0.0612335902100034,0.0,1.9010667141979305,0.9340301690486008,614,583
