Battery_ID,Cycle_Index,Operation_Type,Ambient_Temperature,Discharge_Cycle_Index,Capacity_Ahr
B0005,251,impedance,24,,
B0005,252,discharge,24,74.0,1.6015142233917594
B0005,253,impedance,24,,
B0005,254,charge,24,,
B0005,255,impedance,24,,
B0005,256,discharge,24,75.0,1.590369231400328
B0005,257,impedance,24,,
B0005,258,charge,24,,
B0005,259,impedance,24,,
B0005,260,discharge,24,76.0,1.5857889968242211
B0005,261,impedance,24,,
B0005,262,charge,24,,
B0005,263,impedance,24,,
B0005,264,discharge,24,77.0,1.5849430707374117
B0005,265,charge,24,,
B0005,266,discharge,24,78.0,1.5955263892495937
B0005,267,impedance,24,,
B0005,268,charge,24,,
B0005,269,impedance,24,,
B0005,270,discharge,24,79.0,1.5747301747801037
B0005,271,impedance,24,,
B0005,272,charge,24,,
B0005,273,impedance,24,,
B0005,274,discharge,24,80.0,1.5649019950937946
B0005,275,impedance,24,,
B0005,276,charge,24,,
B0005,277,impedance,24,,
B0005,278,discharge,24,81.0,1.5597659473370362
B0005,279,impedance,24,,
B0005,280,charge,24,,
B0005,281,impedance,24,,
B0005,282,discharge,24,82.0,1.5594815668184234
B0005,283,impedance,24,,
B0005,284,charge,24,,
B0005,285,impedance,24,,
B0005,286,discharge,24,83.0,1.55468935359061
B0005,287,impedance,24,,
B0005,288,charge,24,,
B0005,289,impedance,24,,
B0005,290,discharge,24,84.0,1.5488741079890418
B0005,291,impedance,24,,
B0005,292,charge,24,,
B0005,293,impedance,24,,
B0005,294,discharge,24,85.0,1.538236598942558
B0005,295,impedance,24,,
B0005,296,charge,24,,
B0005,297,impedance,24,,
B0005,298,discharge,24,86.0,1.527914258251028
B0005,299,impedance,24,,
B0005,300,charge,24,,
B0005,301,impedance,24,,
B0005,302,discharge,24,87.0,1.5285252629756445
B0005,303,impedance,24,,
B0005,304,charge,24,,
B0005,305,impedance,24,,
B0005,306,discharge,24,88.0,1.522647325284378
B0005,307,impedance,24,,
B0005,308,charge,24,,
B0005,309,impedance,24,,
B0005,310,discharge,24,89.0,1.5174859938489869
B0005,311,impedance,24,,
B0005,312,impedance,24,,
B0005,313,discharge,24,90.0,1.605818899130659
B0005,314,impedance,24,,
B0005,315,charge,24,,
B0005,316,discharge,24,91.0,1.5638491446744425
B0005,317,impedance,24,,
B0005,318,charge,24,,
B0005,319,impedance,24,,
B0005,320,discharge,24,92.0,1.5480915247767786
B0005,321,impedance,24,,
B0005,322,charge,24,,
B0005,323,impedance,24,,
B0005,324,discharge,24,93.0,1.5323755631868592
B0005,325,impedance,24,,
B0005,326,charge,24,,
B0005,327,impedance,24,,
B0005,328,discharge,24,94.0,1.5269528268489705
B0005,329,impedance,24,,
B0005,330,charge,24,,
B0005,331,impedance,24,,
B0005,332,discharge,24,95.0,1.5169573017136326
B0005,333,impedance,24,,
B0005,334,charge,24,,
B0005,335,impedance,24,,
B0005,336,discharge,24,96.0,1.5118975960142693
B0005,337,impedance,24,,
B0005,338,charge,24,,
B0005,339,impedance,24,,
B0005,340,discharge,24,97.0,1.5065638960681105
B0005,341,impedance,24,,
B0005,342,charge,24,,
B0005,343,impedance,24,,
B0005,344,discharge,24,98.0,1.5015453526671363
B0005,345,impedance,24,,
B0005,346,charge,24,,
B0005,347,impedance,24,,
B0005,348,discharge,24,99.0,1.4908444050400238
B0005,349,impedance,24,,
B0005,350,charge,24,,
B0005,351,impedance,24,,
B0005,352,discharge,24,100.0,1.485868384561201
B0005,353,impedance,24,,
B0005,354,charge,24,,
B0005,355,impedance,24,,
B0005,356,discharge,24,101.0,1.480413677976106
B0005,357,impedance,24,,
B0005,358,charge,24,,
B0005,359,impedance,24,,
B0005,360,discharge,24,102.0,1.4752095869031632
B0005,361,impedance,24,,
B0005,362,charge,24,,
B0005,363,impedance,24,,
B0005,364,discharge,24,103.0,1.4859035988304024
B0005,365,impedance,24,,
B0005,366,charge,24,,
B0005,367,discharge,24,104.0,1.4960918298136696
B0005,368,impedance,24,,
B0005,369,charge,24,,
B0005,370,impedance,24,,
B0005,371,discharge,24,105.0,1.4808005946928984
B0005,372,impedance,24,,
B0005,373,charge,24,,
B0005,374,impedance,24,,
B0005,375,discharge,24,106.0,1.4697543268466824
B0005,376,impedance,24,,
B0005,377,charge,24,,
B0005,378,impedance,24,,
B0005,379,discharge,24,107.0,1.4539012274845928
B0005,380,impedance,24,,
B0005,381,charge,24,,
B0005,382,impedance,24,,
B0005,383,discharge,24,108.0,1.4541462067235693
B0005,384,impedance,24,,
B0005,385,charge,24,,
B0005,386,impedance,24,,
B0005,387,discharge,24,109.0,1.455023751906683
B0005,388,impedance,24,,
B0005,389,charge,24,,
B0005,390,impedance,24,,
B0005,391,discharge,24,110.0,1.449042163761236
B0005,392,impedance,24,,
B0005,393,charge,24,,
B0005,394,impedance,24,,
B0005,395,discharge,24,111.0,1.4386709371480566
B0005,396,impedance,24,,
B0005,397,charge,24,,
B0005,398,impedance,24,,
B0005,399,discharge,24,112.0,1.433445432156979
B0005,400,impedance,24,,
B0005,401,charge,24,,
B0005,402,impedance,24,,
B0005,403,discharge,24,113.0,1.4333958900838095
B0005,404,impedance,24,,
B0005,405,charge,24,,
B0005,406,impedance,24,,
B0005,407,discharge,24,114.0,1.42806487344776
B0005,408,impedance,24,,
B0005,409,charge,24,,
B0005,410,impedance,24,,
B0005,411,discharge,24,115.0,1.4229203181741186
B0005,412,impedance,24,,
B0005,413,charge,24,,
B0005,414,impedance,24,,
B0005,415,discharge,24,116.0,1.417429032731308
B0005,416,impedance,24,,
B0005,417,charge,24,,
B0005,418,impedance,24,,
B0005,419,discharge,24,117.0,1.412409228794446
B0005,420,impedance,24,,
B0005,421,charge,24,,
B0005,422,impedance,24,,
B0005,423,discharge,24,118.0,1.412578792940193
B0005,424,impedance,24,,
B0005,425,charge,24,,
B0005,426,impedance,24,,
B0005,427,discharge,24,119.0,1.4075983731469897
B0005,428,impedance,24,,
B0005,429,charge,24,,
B0005,430,impedance,24,,
B0005,431,discharge,24,120.0,1.4333920485221476
B0005,432,charge,24,,
B0005,433,discharge,24,121.0,1.4382550176792908
B0005,434,impedance,24,,
B0005,435,charge,24,,
B0005,436,impedance,24,,
B0005,437,discharge,24,122.0,1.4173547174485526
B0005,438,impedance,24,,
B0005,439,charge,24,,
B0005,440,impedance,24,,
B0005,441,discharge,24,123.0,1.406981663677643
B0005,442,impedance,24,,
B0005,443,charge,24,,
B0005,444,impedance,24,,
B0005,445,discharge,24,124.0,1.4012037783587625
B0005,446,impedance,24,,
B0005,447,charge,24,,
B0005,448,impedance,24,,
B0005,449,discharge,24,125.0,1.3967008232726328
B0005,450,impedance,24,,
B0005,451,charge,24,,
B0005,452,impedance,24,,
B0005,453,discharge,24,126.0,1.391284788852726
B0005,454,impedance,24,,
B0005,455,charge,24,,
B0005,456,impedance,24,,
B0005,457,discharge,24,127.0,1.3862287677978349
B0005,458,impedance,24,,
B0005,459,charge,24,,
B0005,460,impedance,24,,
B0005,461,discharge,24,128.0,1.3804366761974138
B0005,462,impedance,24,,
B0005,463,charge,24,,
B0005,464,impedance,24,,
B0005,465,discharge,24,129.0,1.3752364150256224
B0005,466,impedance,24,,
B0005,467,charge,24,,
B0005,468,impedance,24,,
B0005,469,discharge,24,130.0,1.3705128024895008
B0005,470,impedance,24,,
B0005,471,charge,24,,
B0005,472,impedance,24,,
B0005,473,discharge,24,131.0,1.3705085566270399
B0005,474,impedance,24,,
B0005,475,charge,24,,
B0005,476,impedance,24,,
B0005,477,discharge,24,132.0,1.3647355108681518
B0005,478,impedance,24,,
B0005,479,charge,24,,
B0005,480,impedance,24,,
B0005,481,discharge,24,133.0,1.375392016895762
B0005,482,charge,24,,
B0005,483,discharge,24,134.0,1.3861115151535393
B0005,484,charge,24,,
B0005,485,discharge,24,135.0,1.3698500035838939
B0005,486,impedance,24,,
B0005,487,charge,24,,
B0005,488,impedance,24,,
B0005,489,discharge,24,136.0,1.3647827949260758
B0005,490,impedance,24,,
B0005,491,charge,24,,
B0005,492,impedance,24,,
B0005,493,discharge,24,137.0,1.3543220466259964
B0005,494,impedance,24,,
B0005,495,charge,24,,
B0005,496,impedance,24,,
B0005,497,discharge,24,138.0,1.3546417018378962
B0005,498,impedance,24,,
B0005,499,charge,24,,
B0005,500,impedance,24,,
B0005,501,discharge,24,139.0,1.3547039213192407
B0005,502,impedance,24,,
B0005,503,charge,24,,
B0005,504,impedance,24,,
B0005,505,discharge,24,140.0,1.349314997503458
B0005,506,impedance,24,,
B0005,507,charge,24,,
B0005,508,impedance,24,,
B0005,509,discharge,24,141.0,1.3441891937970554
B0005,510,impedance,24,,
B0005,511,charge,24,,
B0005,512,impedance,24,,
B0005,513,discharge,24,142.0,1.3389913790695755
B0005,514,impedance,24,,
B0005,515,charge,24,,
B0005,516,impedance,24,,
B0005,517,discharge,24,143.0,1.3389145230206971
B0005,518,impedance,24,,
B0005,519,charge,24,,
B0005,520,impedance,24,,
B0005,521,discharge,24,144.0,1.3340066759761655
B0005,522,impedance,24,,
B0005,523,charge,24,,
B0005,524,impedance,24,,
B0005,525,discharge,24,145.0,1.3286444309174914
B0005,526,impedance,24,,
B0005,527,charge,24,,
B0005,528,impedance,24,,
B0005,529,discharge,24,146.0,1.3231708992276219
B0005,530,impedance,24,,
B0005,531,charge,24,,
B0005,532,impedance,24,,
B0005,533,discharge,24,147.0,1.3181691588445197
B0005,534,impedance,24,,
B0005,535,charge,24,,
B0005,536,impedance,24,,
B0005,537,discharge,24,148.0,1.3184664436640334
B0005,538,impedance,24,,
B0005,539,charge,24,,
B0005,540,impedance,24,,
B0005,541,discharge,24,149.0,1.318293040102702
B0005,542,impedance,24,,
B0005,543,charge,24,,
B0005,544,impedance,24,,
B0005,545,discharge,24,150.0,1.323872422244268
B0005,546,impedance,24,,
B0005,547,charge,24,,
B0005,548,discharge,24,151.0,1.3601216766554785
B0005,549,impedance,24,,
B0005,550,charge,24,,
B0005,551,impedance,24,,
B0005,552,discharge,24,152.0,1.3395306867947354
B0005,553,impedance,24,,
B0005,554,charge,24,,
B0005,555,impedance,24,,
B0005,556,discharge,24,153.0,1.3290286565120697
B0005,557,impedance,24,,
B0005,558,charge,24,,
B0005,559,impedance,24,,
B0005,560,discharge,24,154.0,1.3236741274998955
B0005,561,impedance,24,,
B0005,562,charge,24,,
B0005,563,impedance,24,,
B0005,564,discharge,24,155.0,1.318633896753293
B0005,565,impedance,24,,
B0005,566,charge,24,,
B0005,567,impedance,24,,
B0005,568,discharge,24,156.0,1.3134751321324272
B0005,569,impedance,24,,
B0005,570,charge,24,,
B0005,571,impedance,24,,
B0005,572,discharge,24,157.0,1.3132020634442203
B0005,573,impedance,24,,
B0005,574,charge,24,,
B0005,575,impedance,24,,
B0005,576,discharge,24,158.0,1.3077959946944353
B0005,577,impedance,24,,
B0005,578,charge,24,,
B0005,579,impedance,24,,
B0005,580,discharge,24,159.0,1.3030329186405918
B0005,581,impedance,24,,
B0005,582,charge,24,,
B0005,583,impedance,24,,
B0005,584,discharge,24,160.0,1.3033573559038205
B0005,585,impedance,24,,
B0005,586,charge,24,,
B0005,587,impedance,24,,
B0005,588,discharge,24,161.0,1.3034100438655642
B0005,589,impedance,24,,
B0005,590,charge,24,,
B0005,591,impedance,24,,
B0005,592,discharge,24,162.0,1.2978870806495706
B0005,593,impedance,24,,
B0005,594,charge,24,,
B0005,595,impedance,24,,
B0005,596,discharge,24,163.0,1.2980735056918902
B0005,597,impedance,24,,
B0005,598,charge,24,,
B0005,599,impedance,24,,
B0005,600,discharge,24,164.0,1.293463613844243
B0005,601,impedance,24,,
B0005,602,charge,24,,
B0005,603,impedance,24,,
B0005,604,discharge,24,165.0,1.288003392619118
B0005,605,impedance,24,,
B0005,606,charge,24,,
B0005,607,impedance,24,,
B0005,608,discharge,24,166.0,1.2874525221379407
B0005,609,impedance,24,,
B0005,610,charge,24,,
B0005,611,impedance,24,,
B0005,612,discharge,24,167.0,1.3090153642307354
B0005,613,charge,24,,
B0005,614,discharge,24,168.0,1.3250793286429356
B0005,615,impedance,24,,
B0005,616,charge,24,,
B0006,1,charge,24,,
B0006,2,discharge,24,1.0,2.035337591005598
B0006,3,charge,24,,
B0006,4,discharge,24,2.0,2.0251402460314116
B0006,5,charge,24,,
B0006,6,discharge,24,3.0,2.013326371345464
B0006,7,charge,24,,
B0006,8,discharge,24,4.0,2.0132846655407413
B0006,9,charge,24,,
B0006,10,discharge,24,5.0,2.000528337624771
B0006,11,charge,24,,
B0006,12,discharge,24,6.0,2.0138990759931645
B0006,13,charge,24,,
B0006,14,discharge,24,7.0,2.013101105626967
B0006,15,charge,24,,
B0006,16,discharge,24,8.0,1.9687898262728398
B0006,17,charge,24,,
B0006,18,discharge,24,9.0,1.9681661764334244
B0006,19,charge,24,,
B0006,20,discharge,24,10.0,1.9572307917560536
B0006,21,charge,24,,
B0006,22,discharge,24,11.0,1.9455991514129352
B0006,23,charge,24,,
B0006,24,charge,24,,
B0006,25,discharge,24,12.0,1.9347505044841131
B0006,26,charge,24,,
B0006,27,discharge,24,13.0,1.9232799539368028
B0006,28,charge,24,,
B0006,29,discharge,24,14.0,1.911889930948487
B0006,30,charge,24,,
B0006,31,discharge,24,15.0,1.9010667141979305
B0006,32,charge,24,,
B0006,33,discharge,24,16.0,1.8891989948061458
B0006,34,charge,24,,
B0006,35,discharge,24,17.0,1.878278372248849
B0006,36,charge,24,,
B0006,37,discharge,24,18.0,1.8675697161520206
B0006,38,charge,24,,
B0006,39,discharge,24,19.0,1.8675892574453767
B0006,40,charge,24,,
B0006,41,impedance,24,,
B0006,42,discharge,24,20.0,1.979626548250818
B0006,43,impedance,24,,
B0006,44,charge,24,,
B0006,45,impedance,24,,
B0006,46,discharge,24,21.0,1.9575499080884022
B0006,47,impedance,24,,
B0006,48,charge,24,,
B0006,49,impedance,24,,
B0006,50,discharge,24,22.0,1.9458150170787551
B0006,51,impedance,24,,
B0006,52,charge,24,,
B0006,53,impedance,24,,
B0006,54,discharge,24,23.0,1.9242461121680094
B0006,55,impedance,24,,
B0006,56,charge,24,,
B0006,57,impedance,24,,
B0006,58,discharge,24,24.0,1.9459811331421641
B0006,59,impedance,24,,
B0006,60,charge,24,,
B0006,61,impedance,24,,
B0006,62,discharge,24,25.0,1.901407930553079
B0006,63,impedance,24,,
B0006,64,charge,24,,
B0006,65,impedance,24,,
B0006,66,discharge,24,26.0,1.878674213680085
B0006,67,impedance,24,,
B0006,68,charge,24,,
B0006,69,impedance,24,,
B0006,70,discharge,24,27.0,1.8683061328264219
B0006,71,impedance,24,,
B0006,72,charge,24,,
B0006,73,impedance,24,,
B0006,74,discharge,24,28.0,1.8560244070082998
B0006,75,impedance,24,,
B0006,76,charge,24,,
B0006,77,impedance,24,,
B0006,78,discharge,24,29.0,1.8451997961855777
B0006,79,impedance,24,,
B0006,80,charge,24,,
B0006,81,impedance,24,,
B0006,82,discharge,24,30.0,1.857228890885317
B0006,83,impedance,24,,
B0006,84,charge,24,,
B0006,85,charge,24,,
B0006,86,discharge,24,31.0,1.9247760889090635
B0006,87,impedance,24,,
B0006,88,charge,24,,
B0006,89,impedance,24,,
B0006,90,discharge,24,32.0,1.8822317526092551
B0006,91,impedance,24,,
B0006,92,charge,24,,
B0006,93,impedance,24,,
B0006,94,discharge,24,33.0,1.855276687885587
B0006,95,impedance,24,,
B0006,96,charge,24,,
B0006,97,impedance,24,,
B0006,98,discharge,24,34.0,1.8392508917181876
B0006,99,impedance,24,,
B0006,100,charge,24,,
B0006,101,impedance,24,,
B0006,102,discharge,24,35.0,1.8185396073994429
B0006,103,impedance,24,,
B0006,104,charge,24,,
B0006,105,impedance,24,,
B0006,106,discharge,24,36.0,1.8134770059567056
B0006,107,impedance,24,,
B0006,108,charge,24,,
B0006,109,impedance,24,,
B0006,110,discharge,24,37.0,1.7971018450305436
B0006,111,impedance,24,,
B0006,112,charge,24,,
B0006,113,impedance,24,,
B0006,114,discharge,24,38.0,1.7810046294120476
B0006,115,impedance,24,,
B0006,116,charge,24,,
B0006,117,impedance,24,,
B0006,118,discharge,24,39.0,1.7710130422682329
B0006,119,impedance,24,,
B0006,120,charge,24,,
B0006,121,impedance,24,,
B0006,122,discharge,24,40.0,1.7604712448170943
B0006,123,impedance,24,,
B0006,124,charge,24,,
B0006,125,impedance,24,,
B0006,126,discharge,24,41.0,1.7502913788006587
B0006,127,impedance,24,,
B0006,128,charge,24,,
B0006,129,impedance,24,,
B0006,130,discharge,24,42.0,1.7394925037732578
B0006,131,impedance,24,,
B0006,132,charge,24,,
B0006,133,impedance,24,,
B0006,134,discharge,24,43.0,1.7546766553637203
B0006,135,charge,24,,
B0006,136,discharge,24,44.0,1.7659390941842175
B0006,137,impedance,24,,
B0006,138,charge,24,,
B0006,139,impedance,24,,
B0006,140,discharge,24,45.0,1.7337887419624838
B0006,141,impedance,24,,
B0006,142,charge,24,,
B0006,143,impedance,24,,
B0006,144,discharge,24,46.0,1.713325912040734
B0006,145,impedance,24,,
B0006,146,charge,24,,
B0006,147,impedance,24,,
B0006,148,discharge,24,47.0,1.7024077813673466
B0006,149,charge,24,,
B0006,150,discharge,24,48.0,1.82371946178183
B0006,151,impedance,24,,
B0006,152,charge,24,,
B0006,153,impedance,24,,
B0006,154,discharge,24,49.0,1.8081284050314708
B0006,155,impedance,24,,
B0006,156,charge,24,,
B0006,157,impedance,24,,
B0006,158,discharge,24,50.0,1.7757610945034283
B0006,159,impedance,24,,
B0006,160,charge,24,,
B0006,161,impedance,24,,
B0006,162,discharge,24,51.0,1.7447409841836798
B0006,163,impedance,24,,
B0006,164,charge,24,,
B0006,165,impedance,24,,
B0006,166,discharge,24,52.0,1.729207034132373
B0006,167,impedance,24,,
B0006,168,charge,24,,
B0006,169,impedance,24,,
B0006,170,discharge,24,53.0,1.7081086552553244
B0006,171,impedance,24,,
B0006,172,charge,24,,
B0006,173,impedance,24,,
B0006,174,discharge,24,54.0,1.6975954237461768
B0006,175,impedance,24,,
B0006,176,charge,24,,
B0006,177,impedance,24,,
B0006,178,discharge,24,55.0,1.6820634524029463
B0006,179,impedance,24,,
B0006,180,charge,24,,
B0006,181,impedance,24,,
B0006,182,discharge,24,56.0,1.6714768322295086
B0006,183,impedance,24,,
B0006,184,charge,24,,
B0006,185,impedance,24,,
B0006,186,discharge,24,57.0,1.6607591387047655
B0006,187,impedance,24,,
B0006,188,charge,24,,
B0006,189,impedance,24,,
B0006,190,discharge,24,58.0,1.651121015038069
B0006,191,impedance,24,,
B0006,192,charge,24,,
B0006,193,impedance,24,,
B0006,194,discharge,24,59.0,1.6401349256190927
B0006,195,impedance,24,,
B0006,196,charge,24,,
B0006,197,impedance,24,,
B0006,198,discharge,24,60.0,1.6291999416165441
B0006,199,impedance,24,,
B0006,200,charge,24,,
B0006,201,impedance,24,,
B0006,202,discharge,24,61.0,1.6088496302961666
B0006,203,impedance,24,,
B0006,204,charge,24,,
B0006,205,impedance,24,,
B0006,206,discharge,24,62.0,1.6035244898969248
B0006,207,impedance,24,,
B0006,208,charge,24,,
B0006,209,impedance,24,,
B0006,210,discharge,24,63.0,1.5989712144027983
B0006,211,impedance,24,,
B0006,212,charge,24,,
B0006,213,impedance,24,,
B0006,214,discharge,24,64.0,1.5876273123575604
